genotype,loc,test,year,rep,code,plot,fc,md,pub,lod,ht,yield,sdwt,sq,protein_dry_basis,oil_dry_basis
N19-1531,CAS,LP HOLL 6,2020,2,2,26,W,22,g,1.5,32,1084.7,13.1,1.5,44.73,21.64
N19-1531,CAS,LP HOLL 6,2020,3,2,52,W,NA,.,NA,NA,1141.6,16.2,NA,43.4,21.46
N19-1550,CAS,LP HOLL 6,2020,1,3,15,W,20,t,1.5,36,1092.7,16,1.5,44.57,22.7
N19-1550,CAS,LP HOLL 6,2020,2,3,22,W,21,t,1.5,32,1085.8,16.1,1.5,43.63,22.85
N19-1550,CAS,LP HOLL 6,2020,3,3,45,W,NA,.,NA,NA,1441.6,16.8,NA,44.67,22.89
N19-1556,CAS,LP HOLL 6,2020,1,4,5,W,24,t,1.5,36,1166.1,13.3,1.5,44.32,21.41
N19-1556,CAS,LP HOLL 6,2020,2,4,39,W,25,t,1.5,36,1346.3,14.7,1.5,43.85,21.22
N19-1556,CAS,LP HOLL 6,2020,3,4,59,w,NA,.,NA,NA,845.5,14.3,NA,43.4,21.01
N19-1579,CAS,LP HOLL 6,2020,1,5,14,W,23,t,2.5,35,1189.9,16,1.5,42.62,22.48
N19-1579,CAS,LP HOLL 6,2020,2,5,31,W,25,t,3,36,1295.5,17.6,1.5,41.8,22.72
N19-1579,CAS,LP HOLL 6,2020,3,5,48,W,NA,.,NA,NA,1314.6,18.4,NA,41.33,22.36
N19-1587,CAS,LP HOLL 6,2020,1,6,9,W,21,t,1.5,30,1408.2,16.1,1.5,43.05,21.88
N19-1587,CAS,LP HOLL 6,2020,2,6,33,W,20,t,1.5,31,1354.4,14.6,1.5,42.2,21.74
N19-1587,CAS,LP HOLL 6,2020,3,6,41,W,NA,.,NA,NA,891,18.8,NA,43.3,21.04
N19-1593,CAS,LP HOLL 6,2020,1,7,12,P,22,g,2,32,1146.9,15.2,1.5,44.5,20.9
N19-1593,CAS,LP HOLL 6,2020,2,7,23,P,20,g,1.5,32,1230.5,14.9,1.5,44.58,21.14
N19-1593,CAS,LP HOLL 6,2020,3,7,49,P,NA,.,NA,NA,641.7,15.9,NA,44.22,21.44
N19-1599,CAS,LP HOLL 6,2020,1,8,3,P,20,g,2,38,1378,13.5,1.5,43.17,20.74
N19-1599,CAS,LP HOLL 6,2020,2,8,21,P,20,g,1.5,32,890.2,13.9,1.5,42.53,20.76
N19-1599,CAS,LP HOLL 6,2020,3,8,53,P,NA,.,NA,NA,1180.4,14,NA,41.38,21.45
N19-1608,CAS,LP HOLL 6,2020,1,9,2,p,23,g,2,34,1359.2,16.5,1.5,43.1,22.41
N19-1608,CAS,LP HOLL 6,2020,2,9,40,P,26,g,3.5,40,1190.7,18.2,1.5,43.19,21.45
N19-1608,CAS,LP HOLL 6,2020,3,9,50,p,NA,.,NA,NA,702.4,17.8,NA,42.54,22.15
N19-1609,CAS,LP HOLL 6,2020,1,10,17,w,25,g,1.5,36,1201.2,14.1,1.5,42.69,22.79
N19-1609,CAS,LP HOLL 6,2020,2,10,25,w,25,g,1,34,1309.9,14.3,1.5,42.95,22.64
N19-1609,CAS,LP HOLL 6,2020,3,10,54,w,NA,.,NA,NA,1406,14.7,NA,43.01,22.41
N19-1625,CAS,LP HOLL 6,2020,1,11,20,p,21,t,1.5,32,986.2,15.1,1.5,42.68,21.34
N19-1625,CAS,LP HOLL 6,2020,2,11,38,p,20,t,1.5,35,1403.3,14.5,1.5,41.62,22.48
N19-1625,CAS,LP HOLL 6,2020,3,11,57,p,NA,.,NA,NA,1293.7,14.3,NA,41.49,22.35
N19-1626,CAS,LP HOLL 6,2020,1,12,1,W,24,t,3,32,991.7,14.9,1.5,41.2,22.28
N19-1626,CAS,LP HOLL 6,2020,2,12,30,W,26,t,1.5,34,1006.8,15.8,1.5,41.23,21.99
N19-1626,CAS,LP HOLL 6,2020,3,12,56,W,NA,.,NA,NA,1348.6,13.5,NA,40.57,22.6
N19-1635,CAS,LP HOLL 6,2020,1,13,13,W,24,t,2,34,1431.9,20.5,1.5,43.74,21.34
N19-1635,CAS,LP HOLL 6,2020,2,13,24,W,22,t,1.5,34,1303.1,19,1.5,44.73,21.59
N19-1635,CAS,LP HOLL 6,2020,3,13,44,W,NA,.,NA,NA,1554.8,20.6,NA,44.82,21.31
N19-1657,CAS,LP HOLL 6,2020,1,14,19,w,23,g,1.5,37,1200.4,13,1.5,42.64,20.4
N19-1657,CAS,LP HOLL 6,2020,2,14,28,w,24,g,1.5,36,1322.9,12.8,1.5,43.95,20.51
N19-1657,CAS,LP HOLL 6,2020,3,14,42,w,NA,.,NA,NA,1179.1,13.2,NA,43.68,20.62
N19-1658,CAS,LP HOLL 6,2020,1,15,4,W,26,g,2.5,40,1297.2,13.8,1.5,44.65,19.6
N19-1658,CAS,LP HOLL 6,2020,2,15,34,W,25,g,2.5,45,1146.7,12.6,1.5,43.95,20.46
N19-1658,CAS,LP HOLL 6,2020,3,15,47,W,NA,.,NA,NA,1341.3,12.7,NA,42.06,20.88
N19-1662,CAS,LP HOLL 6,2020,1,16,8,p,24,g,2,40,1271.5,14.9,1.5,42.13,21.92
N19-1662,CAS,LP HOLL 6,2020,2,16,35,p,25,g,2,40,1086.2,14.7,1.5,42.81,21.6
N19-1662,CAS,LP HOLL 6,2020,3,16,46,p,NA,.,NA,NA,1216.8,14.6,NA,41.84,21.7
N19-1681,CAS,LP HOLL 6,2020,1,17,10,w,27,g,3,46,1096.6,13.2,1.5,41.69,21.04
N19-1681,CAS,LP HOLL 6,2020,2,17,27,W,26,g,2.5,36,1245,12.4,1.5,42.28,20.97
N19-1681,CAS,LP HOLL 6,2020,3,17,60,W,NA,.,NA,NA,968.3,14.2,NA,41.25,21.29
N16-1286,CAS,LP HOLL 6,2020,1,18,18,w,22,g,2.5,36,1209.2,10.8,1.5,43.46,20.97
N16-1286,CAS,LP HOLL 6,2020,2,18,29,w,24,g,1.5,35,1107,12,1.5,44.4,20.36
N16-1286,CAS,LP HOLL 6,2020,3,18,43,w,NA,.,NA,NA,1312.8,10.9,NA,43.82,20.71
Dunphy,CAS,LP HOLL 6,2020,1,19,6,P,17,g,1.5,27,1185.7,15.2,1.5,40.37,21.76
Dunphy,CAS,LP HOLL 6,2020,2,19,37,p,18,g,1.5,30,1436.1,15.9,1.5,41.19,22.28
Dunphy,CAS,LP HOLL 6,2020,3,19,55,p,NA,.,NA,NA,1352.5,16,NA,40.61,22.1
NC-Roy,CAS,LP HOLL 6,2020,1,20,16,w,20,g,2,34,1018.6,12,1.5,44.45,20.76
NC-Roy,CAS,LP HOLL 6,2020,2,20,36,w,21,g,2.5,40,1127.9,12.5,1.5,45.85,19.9
NC-Roy,CAS,LP HOLL 6,2020,3,20,58,w,NA,.,NA,NA,1260.9,11.8,NA,42.31,21.5
N17-19,CLA,LU 4 Late,2020,1,1,19,p,44,T,1.5,38,1276.3,17.4,3,44.49,22.44
N17-19,CLA,LU 4 Late,2020,2,1,40,p,46,T,2,28,693.8,13.4,3,44.9,21.44
N17-19,CLA,LU 4 Late,2020,3,1,68,p,32,T,2,30,587.2,12.8,3,44.26,22.71
N17-19,CLA,LU 4 Late,2020,4,1,100,p,50,T,NA,NA,484.4,NA,NA,NA,NA
N17-21,CLA,LU 4 Late,2020,1,2,8,p,55,T,1.5,33,1056.7,15.8,2,45.6,20.99
N17-21,CLA,LU 4 Late,2020,2,2,32,p,52,T,1.5,26,922.2,15.2,3,43.63,22.42
N17-21,CLA,LU 4 Late,2020,3,2,57,p,49,T,2,28,816,14.5,3,44.28,21.05
N17-21,CLA,LU 4 Late,2020,4,2,76,p,47,T,NA,NA,557.3,NA,NA,NA,NA
N17-40,CLA,LU 4 Late,2020,1,3,9,p,49,G,2,47,978.7,14.5,3,45.72,20.63
N17-40,CLA,LU 4 Late,2020,2,3,35,p,32,G,2.5,50,1276.5,13.8,2,44.51,21.65
N17-40,CLA,LU 4 Late,2020,3,3,70,p,39,G,3,45,1026.8,14.5,2,44.01,22.55
N17-40,CLA,LU 4 Late,2020,4,3,87,p,42,G,NA,NA,562,NA,NA,NA,NA
N17-46,CLA,LU 4 Late,2020,1,4,10,p,40,T,1.5,29,1659,14.4,2.5,44.05,22.96
N17-46,CLA,LU 4 Late,2020,2,4,27,p,40,T,1.5,28,1303.6,14.3,2,44.47,22.6
N17-46,CLA,LU 4 Late,2020,3,4,61,p,39,T,2,30,901.9,13.8,2,44.81,22.77
N17-46,CLA,LU 4 Late,2020,4,4,98,p,39,T,NA,NA,670.2,NA,NA,NA,NA
N17-191,CLA,LU 4 Late,2020,1,5,1,p,47,T,1.5,30,1274.1,18.5,2,45.17,22.66
N17-191,CLA,LU 4 Late,2020,2,5,36,p,37,T,2,30,1173.2,15.6,2,44.18,23.07
N17-191,CLA,LU 4 Late,2020,3,5,64,p,39,T,3,30,796.1,16.1,2.5,44.27,22.92
N17-191,CLA,LU 4 Late,2020,4,5,77,p,39,T,NA,NA,1371,NA,NA,NA,NA
N17-214,CLA,LU 4 Late,2020,1,6,23,p,33,T,1.5,34,1245.3,16.3,2,45.41,20.65
N17-214,CLA,LU 4 Late,2020,2,6,30,p,42,T,2,32,1098.1,15.7,2.5,46.26,20.49
N17-214,CLA,LU 4 Late,2020,3,6,72,p,36,T,2,33,1149.2,15.6,2,44.93,21.78
N17-214,CLA,LU 4 Late,2020,4,6,82,p,38,T,NA,NA,580,NA,NA,NA,NA
N17-233,CLA,LU 4 Late,2020,1,7,2,w,49,G,1.5,36,NA,NA,NA,NA,NA
N17-233,CLA,LU 4 Late,2020,2,7,41,w,51,G,2,45,NA,NA,NA,NA,NA
N17-233,CLA,LU 4 Late,2020,3,7,75,w,48,G,2.5,42,473.8,10.9,4,48.38,20.14
N17-233,CLA,LU 4 Late,2020,4,7,91,w,57,G,NA,NA,NA,NA,NA,NA,NA
N17-249,CLA,LU 4 Late,2020,1,8,7,p,44,G,2.5,NA,862.7,16.3,2.5,42.82,22.78
N17-249,CLA,LU 4 Late,2020,2,8,46,p,39,S,2,NA,782.5,13.1,2.5,44.55,21.6
N17-249,CLA,LU 4 Late,2020,3,8,62,p,42,S,2,NA,760.4,13.6,3,45.9,21.06
N17-249,CLA,LU 4 Late,2020,4,8,85,p,38,S,NA,NA,411.7,NA,NA,NA,NA
N17-259,CLA,LU 4 Late,2020,1,9,15,w,51,S,2.5,54,799.3,16.8,2.5,45.89,21.92
N17-259,CLA,LU 4 Late,2020,2,9,42,w,55,T,2,51,NA,NA,NA,NA,NA
N17-259,CLA,LU 4 Late,2020,3,9,60,w,58,T,2,45,287.8,13.1,4,46.74,20.8
N17-259,CLA,LU 4 Late,2020,4,9,80,w,57,T,NA,NA,NA,NA,NA,NA,NA
N17-262,CLA,LU 4 Late,2020,1,10,25,p,40,T,2,46,1410.7,15.9,2,46.01,21.54
N17-262,CLA,LU 4 Late,2020,2,10,45,p,41,T,2,43,1088.6,13,2,46.58,21.51
N17-262,CLA,LU 4 Late,2020,3,10,58,p,46,T,3,48,868.7,14.2,2,47.18,20.72
N17-262,CLA,LU 4 Late,2020,4,10,79,p,41,T,NA,NA,1142.1,NA,NA,NA,NA
N17-264,CLA,LU 4 Late,2020,1,11,24,p,40,T,2.5,48,1200.1,14.9,2,44.04,22.25
N17-264,CLA,LU 4 Late,2020,2,11,48,p,40,T,2.5,38,693.7,13.2,2.5,44.1,22.77
N17-264,CLA,LU 4 Late,2020,3,11,73,p,36,T,3.5,36,458.2,13.6,2,43.97,23.84
N17-264,CLA,LU 4 Late,2020,4,11,81,p,36,T,NA,NA,918.6,NA,NA,NA,NA
N17-332,CLA,LU 4 Late,2020,1,12,12,p,44,T,3.5,45,1122.2,14.1,2,43.28,22.69
N17-332,CLA,LU 4 Late,2020,2,12,37,p,39,T,2.5,46,812.1,13.2,2,42.13,22.94
N17-332,CLA,LU 4 Late,2020,3,12,51,p,42,T,3.5,44,919.4,14.1,2.5,42.96,23.11
N17-332,CLA,LU 4 Late,2020,4,12,92,p,48,T,NA,NA,624.8,NA,NA,NA,NA
N17-389,CLA,LU 4 Late,2020,1,13,20,p,45,T,2,30,1530.9,16.4,1.5,46,20.59
N17-389,CLA,LU 4 Late,2020,2,13,38,p,39,T,2,27,1155.5,15.7,2,43.98,22.12
N17-389,CLA,LU 4 Late,2020,3,13,66,p,42,T,2,26,1277.2,16,1.5,43.24,22.37
N17-389,CLA,LU 4 Late,2020,4,13,93,p,40,T,NA,NA,545.2,NA,NA,NA,NA
N17-404,CLA,LU 4 Late,2020,1,14,11,w,52,G,2,46,384,16.1,3.5,48.91,19.55
N17-404,CLA,LU 4 Late,2020,2,14,47,w,44,G,1.5,39,354,12.8,4,48.63,19.68
N17-404,CLA,LU 4 Late,2020,3,14,56,w,47,G,1.5,37,296.8,12.5,5,49.83,19.35
N17-404,CLA,LU 4 Late,2020,4,14,97,w,51,G,NA,NA,477.6,NA,NA,NA,NA
N17-462,CLA,LU 4 Late,2020,1,15,3,p,49,G,1,24,992.9,13.2,2,44.52,22.41
N17-462,CLA,LU 4 Late,2020,2,15,33,p,49,G,1.5,25,1194.8,13.5,2,44.27,22.77
N17-462,CLA,LU 4 Late,2020,3,15,71,p,45,G,1.5,29,646.5,12.2,2.5,44.85,21.99
N17-462,CLA,LU 4 Late,2020,4,15,99,p,48,G,NA,NA,467,NA,NA,NA,NA
N17-474,CLA,LU 4 Late,2020,1,16,14,p,48,G,1.5,26,1055.1,14.3,2.5,44.47,22.11
N17-474,CLA,LU 4 Late,2020,2,16,28,p,46,G,1.5,23,1063.8,14.2,2.5,44.9,21.77
N17-474,CLA,LU 4 Late,2020,3,16,67,p,39,G,1.5,26,1025.5,13.3,2,41.32,23.61
N17-474,CLA,LU 4 Late,2020,4,16,94,p,39,G,NA,NA,491.4,NA,NA,NA,NA
N17-896,CLA,LU 4 Late,2020,1,17,18,p,50,T,2,40,973.7,13.9,2.5,51.31,18.58
N17-896,CLA,LU 4 Late,2020,2,17,49,p,45,T,1.5,40,824.5,11.8,2.5,50.36,18.81
N17-896,CLA,LU 4 Late,2020,3,17,65,p,39,T,2,40,1114.5,13,2,50.69,19.44
N17-896,CLA,LU 4 Late,2020,4,17,89,p,39,T,NA,NA,652.7,NA,NA,NA,NA
N17-1064,CLA,LU 4 Late,2020,1,18,6,p,40,T,1.5,24,1089.2,17.7,1.5,43.5,23.97
N17-1064,CLA,LU 4 Late,2020,2,18,26,p,39,T,1.5,26,1689.8,17.7,2,43.32,23.9
N17-1064,CLA,LU 4 Late,2020,3,18,59,p,42,T,1.5,27,1102.5,17.5,2,45.27,23.23
N17-1064,CLA,LU 4 Late,2020,4,18,95,p,40,T,NA,NA,776.2,NA,NA,NA,NA
N17-643,CLA,LU 4 Late,2020,1,19,22,w,47,G,2.5,44,1209.9,15.1,2,45.42,21.87
N17-643,CLA,LU 4 Late,2020,2,19,34,w,40,G,2,42,1157.5,14.4,2,44.02,21.76
N17-643,CLA,LU 4 Late,2020,3,19,74,w,45,G,2.5,39,1138,14.7,2,44.63,21.39
N17-643,CLA,LU 4 Late,2020,4,19,84,w,46,G,NA,NA,802.8,NA,NA,NA,NA
N17-697,CLA,LU 4 Late,2020,1,20,13,p,40,G,1.5,24,962.2,14.6,2,45.2,20.85
N17-697,CLA,LU 4 Late,2020,2,20,29,p,46,G,1.5,26,1616.3,14.9,2,44.1,21.08
N17-697,CLA,LU 4 Late,2020,3,20,53,p,38,G,1.5,27,1143.7,14,2,44.73,21.18
N17-697,CLA,LU 4 Late,2020,4,20,78,p,41,G,NA,NA,1071.2,NA,NA,NA,NA
N17-839,CLA,LU 4 Late,2020,1,21,16,p,42,T,2,51,1027.7,15.2,2.5,46.08,21.44
N17-839,CLA,LU 4 Late,2020,2,21,43,p,42,T,2,42,924.5,15.7,2.5,46.19,20.81
N17-839,CLA,LU 4 Late,2020,3,21,63,p,34,T,2.5,46,702.5,14,2.5,45.29,21.48
N17-839,CLA,LU 4 Late,2020,4,21,83,p,42,T,NA,NA,565.6,NA,NA,NA,NA
N17-646,CLA,LU 4 Late,2020,1,22,21,p,46,G,2,40,1259.5,13.9,2.5,45.41,22.04
N17-646,CLA,LU 4 Late,2020,2,22,31,p,47,G,2,40,735.3,13.2,2.5,44.66,21.61
N17-646,CLA,LU 4 Late,2020,3,22,55,p,40,G,1.5,36,1244.9,13,2.5,44.59,21.99
N17-646,CLA,LU 4 Late,2020,4,22,88,p,39,G,NA,NA,501.4,NA,NA,NA,NA
Ellis,CLA,LU 4 Late,2020,1,23,5,w,51,G,1,20,584.2,12.1,2.5,43.19,20.9
Ellis,CLA,LU 4 Late,2020,2,23,50,w,47,G,1.5,26,942,11.5,2.5,43.12,20.42
Ellis,CLA,LU 4 Late,2020,3,23,69,w,42,G,1.5,28,994.7,10.9,2.5,43.6,20.58
Ellis,CLA,LU 4 Late,2020,4,23,86,w,38,G,NA,NA,532.5,NA,NA,NA,NA
Osage,CLA,LU 4 Late,2020,1,24,4,p,52,G,1,22,556,11.5,2.5,45.48,20.24
Osage,CLA,LU 4 Late,2020,2,24,39,p,46,G,1,25,1398.7,13.5,2,44.8,21.01
Osage,CLA,LU 4 Late,2020,3,24,54,p,47,G,1,29,1305.5,12.5,2,46.17,19.9
Osage,CLA,LU 4 Late,2020,4,24,96,p,41,G,NA,NA,1183.5,NA,NA,NA,NA
V14-3508,CLA,LU 4 Late,2020,1,25,17,w,47,T,1.5,29,1435.6,14.2,2,44.99,20.15
V14-3508,CLA,LU 4 Late,2020,2,25,44,w,52,T,1.5,31,789.8,12.7,3,45.52,19.9
V14-3508,CLA,LU 4 Late,2020,3,25,52,w,53,T,1.5,30,838.1,14,3,46.26,19.47
V14-3508,CLA,LU 4 Late,2020,4,25,90,w,42,T,NA,NA,623.3,NA,NA,NA,NA
N17-19,PLY,LU 4 Late,2020,1,1,22,p,33,t,1.5,24,734.9,10.8,3,42.28,23.8
N17-19,PLY,LU 4 Late,2020,2,1,33,p,38,t,2,22,539.7,11.5,3,42.51,22.51
N17-19,PLY,LU 4 Late,2020,3,1,57,p,41,t,NA,NA,590.4,12.1,3.5,45.11,21.58
N17-19,PLY,LU 4 Late,2020,4,1,100,p,NA,t,NA,NA,870,12.2,NA,NA,NA
N17-21,PLY,LU 4 Late,2020,1,2,20,p,34,t,1.5,22,1095.7,11.6,3.5,40.53,24.46
N17-21,PLY,LU 4 Late,2020,2,2,40,p,45,t,1.5,18,481.7,11.4,4,41.55,22.94
N17-21,PLY,LU 4 Late,2020,3,2,58,p,40,t,NA,NA,862.5,12.4,2,41.72,23.59
N17-21,PLY,LU 4 Late,2020,4,2,97,p,NA,t,NA,NA,628.4,11.9,NA,NA,NA
N17-40,PLY,LU 4 Late,2020,1,3,19,p,40,g,2,42,1014.4,12,2.5,43.28,22.21
N17-40,PLY,LU 4 Late,2020,2,3,42,p,38,g,1.5,29,375.5,10.5,3,42.03,22.47
N17-40,PLY,LU 4 Late,2020,3,3,56,p,40,g,NA,NA,901.3,11.7,3,45.11,21.29
N17-40,PLY,LU 4 Late,2020,4,3,76,p,NA,g,NA,NA,941.8,11.5,NA,NA,NA
N17-46,PLY,LU 4 Late,2020,1,4,24,p,38,t,1.5,24,1069.7,10.3,2.5,43.29,23.3
N17-46,PLY,LU 4 Late,2020,2,4,49,p,43,t,1.5,16,388.6,10.9,4,44.1,22.97
N17-46,PLY,LU 4 Late,2020,3,4,64,p,36,t,NA,NA,793.7,9.8,3,43.47,23.76
N17-46,PLY,LU 4 Late,2020,4,4,89,p,NA,t,NA,NA,860.6,10.4,NA,NA,NA
N17-191,PLY,LU 4 Late,2020,1,5,15,p,31,t,1.5,30,1028.3,13.3,2,43.53,23.61
N17-191,PLY,LU 4 Late,2020,2,5,46,p,34,t,2,28,1051,14.1,2,43.32,23.47
N17-191,PLY,LU 4 Late,2020,3,5,54,p,38,t,NA,NA,931.2,13.5,2.5,42.33,24.47
N17-191,PLY,LU 4 Late,2020,4,5,85,p,NA,t,NA,NA,920.6,13.6,NA,NA,NA
N17-214,PLY,LU 4 Late,2020,1,6,23,p,33,t,1.5,28,769.9,14.5,3,44.91,21.62
N17-214,PLY,LU 4 Late,2020,2,6,31,p,39,t,1.5,24,897.1,13.7,3,45.31,21.13
N17-214,PLY,LU 4 Late,2020,3,6,69,p,36,t,NA,NA,975.6,14.7,3,43.53,21.78
N17-214,PLY,LU 4 Late,2020,4,6,98,p,NA,t,NA,NA,874.2,14.1,NA,NA,NA
N17-233,PLY,LU 4 Late,2020,1,7,21,w,43,g,1.5,34,510.1,10.4,4,47.16,20.68
N17-233,PLY,LU 4 Late,2020,2,7,36,w,42,g,1.5,39,641.5,11.1,3.5,48.12,20.82
N17-233,PLY,LU 4 Late,2020,3,7,52,w,48,g,NA,NA,365.6,11.3,4,46.8,19.93
N17-233,PLY,LU 4 Late,2020,4,7,87,w,NA,g,NA,NA,424.3,11,NA,NA,NA
N17-249,PLY,LU 4 Late,2020,1,8,17,p,32,s,2,NA,1094.7,13.3,3,42.57,22.69
N17-249,PLY,LU 4 Late,2020,2,8,27,p,43,s,2.5,NA,1045.4,14.2,3.5,42.44,23.13
N17-249,PLY,LU 4 Late,2020,3,8,66,p,44,s,NA,NA,871.2,13.5,3.5,42.63,23.7
N17-249,PLY,LU 4 Late,2020,4,8,95,p,NA,s,NA,NA,723.2,13.9,NA,NA,NA
N17-259,PLY,LU 4 Late,2020,1,9,10,w,46,t,2,46,935.9,14.5,3.5,45.47,22.12
N17-259,PLY,LU 4 Late,2020,2,9,38,w,46,t,2.5,37,605.3,13.4,3.5,45.2,23.13
N17-259,PLY,LU 4 Late,2020,3,9,68,w,44,t,NA,NA,515.6,12.2,4,46.64,21.46
N17-259,PLY,LU 4 Late,2020,4,9,91,w,NA,t,NA,NA,956.6,13.7,NA,NA,NA
N17-262,PLY,LU 4 Late,2020,1,10,11,p,31,t,2,36,1171.1,12,2.5,43.74,23.36
N17-262,PLY,LU 4 Late,2020,2,10,35,p,34,t,2.5,40,955.3,12.3,3,43.81,22.12
N17-262,PLY,LU 4 Late,2020,3,10,67,p,38,t,NA,NA,1039.4,14.4,3.5,46.54,21.23
N17-262,PLY,LU 4 Late,2020,4,10,81,p,NA,t,NA,NA,1045.6,12.2,NA,NA,NA
N17-264,PLY,LU 4 Late,2020,1,11,16,p,33,t,2,39,1055.6,11.6,2.5,43.22,23.05
N17-264,PLY,LU 4 Late,2020,2,11,48,p,31,t,1.5,28,402.7,10.9,3.5,44.58,22.72
N17-264,PLY,LU 4 Late,2020,3,11,75,p,40,t,NA,NA,996.2,12.4,3,45.3,22.62
N17-264,PLY,LU 4 Late,2020,4,11,93,p,NA,t,NA,NA,787.2,12.4,NA,NA,NA
N17-332,PLY,LU 4 Late,2020,1,12,12,p,41,t,2,41,983.2,12.8,3,42.32,23.42
N17-332,PLY,LU 4 Late,2020,2,12,50,p,43,t,2,32,395.4,12.9,4,42.48,23.4
N17-332,PLY,LU 4 Late,2020,3,12,71,p,38,t,NA,NA,1125.6,12,2.5,40.5,23.91
N17-332,PLY,LU 4 Late,2020,4,12,94,p,NA,t,NA,NA,701.9,12.2,NA,NA,NA
N17-389,PLY,LU 4 Late,2020,1,13,5,p,33,t,1.5,22,841.1,11.3,2.5,42.06,22.5
N17-389,PLY,LU 4 Late,2020,2,13,47,p,38,t,1.5,20,488.3,12.3,2.5,41.78,22.54
N17-389,PLY,LU 4 Late,2020,3,13,59,p,39,t,NA,NA,517.8,12.7,3,42.74,22.32
N17-389,PLY,LU 4 Late,2020,4,13,79,p,NA,t,NA,NA,954.8,11.7,NA,NA,NA
N17-404,PLY,LU 4 Late,2020,1,14,3,w,20,g,1.5,32,461.3,12.8,3,46.8,22.45
N17-404,PLY,LU 4 Late,2020,2,14,41,w,20,g,1.5,24,180.4,11.7,4,47.37,21.05
N17-404,PLY,LU 4 Late,2020,3,14,51,w,22,g,NA,NA,340,12.3,4,47.64,22.33
N17-404,PLY,LU 4 Late,2020,4,14,77,w,NA,g,NA,NA,247.3,10.9,NA,NA,NA
N17-462,PLY,LU 4 Late,2020,1,15,7,p,40,g,1.5,26,819.6,11.1,3.5,43.44,22.73
N17-462,PLY,LU 4 Late,2020,2,15,44,p,40,g,1.5,23,772.8,11.1,2,43.3,22.46
N17-462,PLY,LU 4 Late,2020,3,15,62,p,38,g,NA,NA,851.9,11.9,3,42.37,23.3
N17-462,PLY,LU 4 Late,2020,4,15,80,p,NA,g,NA,NA,940.5,11.3,NA,NA,NA
N17-474,PLY,LU 4 Late,2020,1,16,6,p,32,g,1.5,22,928.6,11.4,2,41.79,23.89
N17-474,PLY,LU 4 Late,2020,2,16,34,p,33,g,1.5,23,966.4,12,2,43.35,22.93
N17-474,PLY,LU 4 Late,2020,3,16,61,p,33,g,NA,NA,984,13.5,2.5,41.38,23.98
N17-474,PLY,LU 4 Late,2020,4,16,96,p,NA,g,NA,NA,674.5,11.4,NA,NA,NA
N17-896,PLY,LU 4 Late,2020,1,17,2,p,31,t,2,42,792.3,11.1,2.5,48.83,20.3
N17-896,PLY,LU 4 Late,2020,2,17,37,p,44,t,2,42,955.3,11.5,3,50.93,18.68
N17-896,PLY,LU 4 Late,2020,3,17,55,p,33,t,NA,NA,896.3,12.5,2.5,50.4,19.3
N17-896,PLY,LU 4 Late,2020,4,17,86,p,NA,t,NA,NA,795.6,12.5,NA,NA,NA
N17-1064,PLY,LU 4 Late,2020,1,18,1,p,32,t,1.5,20,1235.3,14.1,3,43.81,23.9
N17-1064,PLY,LU 4 Late,2020,2,18,45,p,40,t,1.5,22,566.9,11.8,3,42.27,24.43
N17-1064,PLY,LU 4 Late,2020,3,18,63,p,38,t,NA,NA,798.7,13.8,2.5,42.34,24.08
N17-1064,PLY,LU 4 Late,2020,4,18,99,p,NA,t,NA,NA,1041.1,13.8,NA,NA,NA
N17-643,PLY,LU 4 Late,2020,1,19,9,w,38,g,2,38,1050.7,11.3,3.5,42.03,22.86
N17-643,PLY,LU 4 Late,2020,2,19,28,w,41,g,1.5,33,826.5,10.5,3,41.45,23.76
N17-643,PLY,LU 4 Late,2020,3,19,73,w,40,g,NA,NA,858,12.1,3.5,43.69,22.1
N17-643,PLY,LU 4 Late,2020,4,19,83,w,NA,g,NA,NA,909.3,12.1,NA,NA,NA
N17-697,PLY,LU 4 Late,2020,1,20,18,p,29,g,1.5,20,1047.2,11.4,2.5,43.32,22.12
N17-697,PLY,LU 4 Late,2020,2,20,26,p,31,g,1.5,23,989.9,10.5,3,43.52,21.66
N17-697,PLY,LU 4 Late,2020,3,20,65,p,36,g,NA,NA,954.3,10.3,3,43.65,21.23
N17-697,PLY,LU 4 Late,2020,4,20,84,p,NA,g,NA,NA,742.9,9.8,NA,NA,NA
N17-839,PLY,LU 4 Late,2020,1,21,8,p,32,t,2,42,956.8,13.1,2.5,44.23,22.15
N17-839,PLY,LU 4 Late,2020,2,21,39,p,46,t,2,36,616.3,12.6,3,45.85,20.58
N17-839,PLY,LU 4 Late,2020,3,21,72,p,36,t,NA,NA,871.7,13,3,43.05,22.2
N17-839,PLY,LU 4 Late,2020,4,21,88,p,NA,t,NA,NA,811.7,12.9,NA,NA,NA
N17-646,PLY,LU 4 Late,2020,1,22,4,p,38,g,2,37,1040.4,12.5,3,43.04,23.23
N17-646,PLY,LU 4 Late,2020,2,22,30,p,41,g,1.5,30,829.8,11,4,41.76,23.17
N17-646,PLY,LU 4 Late,2020,3,22,74,p,38,g,NA,NA,1014.8,11.6,3.5,43.21,23.72
N17-646,PLY,LU 4 Late,2020,4,22,92,p,NA,g,NA,NA,757.8,11.9,NA,NA,NA
Ellis,PLY,LU 4 Late,2020,1,23,25,w,41,g,1.5,26,934.4,8.9,2,41.85,22.07
