genotype,loc,test,year,rep,code,plot,fc,md,pub,lod,ht,yield,sdwt,sq,notes,note1,note2,nir_no,date_time_of_analysis,moisture,oil_dry_basis,protein_dry_basis,linoleic_acid_dry_basis,linolenic_acid_dry_basis,oleic_acid_dry_basis,palmitic_acid_dry_basis,stearic_acid_dry_basis,bar_code,twt_moisture,twt_weight,twt_temperature,twt_date_time,...10
N18-779,PLY,LU 5 Early-1,2021,1,20,20,w,4,t,1.5,32,2075.9,15.2,1.5,NA,NA,NA,NIR-07828,2022-01-06T11:54:21Z,8.52,21.63,44.54,61.73,9.09,11.59,12.1,4.85,2021_PLY_LU 5 Early-1_20_N18-779_1_NIR-07828,8,57.6,65.4,2021-12-20T08:05:48Z,NA
N18-779,PLY,LU 5 Early-1,2021,1,20,20,w,4,t,1.5,32,2075.9,15.2,1.5,NA,NA,NA,NIR-07828,2022-01-06T11:53:55Z,8.04,21.48,45.27,63.03,9.04,8.93,11.84,4.72,2021_PLY_LU 5 Early-1_20_N18-779_1_NIR-07828,8,57.6,65.4,2021-12-20T08:05:48Z,NA
N18-779,PLY,LU 5 Early-1,2021,2,20,36,w,4,t,1.5,31,2388.1,13.5,1.5,NA,NA,NA,NIR-07829,2022-01-06T11:54:54Z,8.77,21.25,43.87,61.04,9.54,10.78,12.88,4.74,2021_PLY_LU 5 Early-1_20_N18-779_2_NIR-07829,8,58,61.5,2021-12-20T08:06:33Z,NA
N18-779,PLY,LU 5 Early-1,2021,3,20,67,w,NA,t,NA,NA,2079.5,14.3,NA,NA,NA,NA,NIR-07830,2022-01-06T11:55:24Z,8.57,22.72,44.06,63.73,8.45,10.41,11.92,4.86,2021_PLY_LU 5 Early-1_20_N18-779_3_NIR-07830,8.2,55.7,60.9,2021-12-20T08:07:21Z,NA
N18-779,PLY,LU 5 Early-1,2021,4,20,97,w,NA,t,NA,NA,2128.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N18-789,PLY,LU 5 Early-1,2021,1,21,12,p,4,t,1,28,2187,15.2,1.5,NA,NA,NA,NIR-07831,2022-01-06T11:55:50Z,8.66,22.25,45.95,64.93,9.64,7.36,11.89,4.85,2021_PLY_LU 5 Early-1_21_N18-789_1_NIR-07831,8.1,55.2,65.1,2021-12-20T08:08:36Z,NA
N18-789,PLY,LU 5 Early-1,2021,2,21,49,p,4,t,1,39,1928.5,14.8,1.5,NA,NA,NA,NIR-07832,2022-01-06T11:56:18Z,8.43,22.21,45.53,61.69,9.33,10.2,12.32,4.91,2021_PLY_LU 5 Early-1_21_N18-789_2_NIR-07832,7.8,55.8,61.3,2021-12-20T08:09:21Z,NA
N18-789,PLY,LU 5 Early-1,2021,3,21,64,p,NA,t,NA,NA,2110.8,14.6,NA,NA,NA,NA,NIR-07833,2022-01-06T11:57:06Z,8.03,22.01,45.44,63.04,8.96,10.17,12.27,4.72,2021_PLY_LU 5 Early-1_21_N18-789_3_NIR-07833,8.2,56.1,61.1,2021-12-20T08:10:09Z,NA
N18-789,PLY,LU 5 Early-1,2021,4,21,76,p,NA,t,NA,NA,2223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ellis,PLY,LU 5 Early-1,2021,1,22,7,w,10,g,1,29,2181,13.9,1.5,NA,NA,NA,NIR-07834,2022-01-06T11:57:34Z,7.81,21.14,42.54,62.57,10.3,9.22,12.31,4.99,2021_PLY_LU 5 Early-1_22_Ellis_1_NIR-07834,7.9,55.3,65.4,2021-12-20T08:11:10Z,NA
Ellis,PLY,LU 5 Early-1,2021,2,22,45,w,7,g,1,29,2042.5,12.5,1.5,NA,NA,NA,NIR-07835,2022-01-06T11:58:02Z,8.17,21.44,41.94,63.57,9.77,8.27,12.84,4.78,2021_PLY_LU 5 Early-1_22_Ellis_2_NIR-07835,7.8,55.9,61.3,2021-12-20T08:12:02Z,NA
Ellis,PLY,LU 5 Early-1,2021,3,22,54,w,NA,g,NA,NA,2173,12.5,NA,NA,NA,NA,NIR-07836,2022-01-06T11:58:33Z,8.19,21.68,41.71,63.66,9.28,9.05,12.38,4.76,2021_PLY_LU 5 Early-1_22_Ellis_3_NIR-07836,8.1,55.4,61.5,2021-12-20T08:12:49Z,NA
Ellis,PLY,LU 5 Early-1,2021,4,22,95,w,NA,g,NA,NA,2470,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Osage,PLY,LU 5 Early-1,2021,1,23,9,p,3,g,1,32,1992.7,11.4,1.5,NA,NA,NA,NIR-07837,2022-01-06T11:59:00Z,8.37,21.33,44.16,60.04,9.76,11.28,12.3,4.72,2021_PLY_LU 5 Early-1_23_Osage_1_NIR-07837,8.2,56.5,63.6,2021-12-20T08:14:09Z,NA
Osage,PLY,LU 5 Early-1,2021,2,23,42,p,4,g,1,31,2122.3,11.1,1.5,NA,NA,NA,NIR-07838,2022-01-06T11:59:29Z,8.19,22.19,42.24,58.62,9.16,13.98,11.98,4.83,2021_PLY_LU 5 Early-1_23_Osage_2_NIR-07838,8,56.6,62.3,2021-12-20T08:14:55Z,NA
Osage,PLY,LU 5 Early-1,2021,3,23,57,p,NA,g,NA,NA,2191.5,11.4,NA,NA,NA,NA,NIR-07839,2022-01-06T11:59:58Z,8,21.52,42.65,59.45,9.62,13.88,11.62,4.65,2021_PLY_LU 5 Early-1_23_Osage_3_NIR-07839,8,56.4,61,2021-12-20T08:16:27Z,NA
Osage,PLY,LU 5 Early-1,2021,4,23,86,p,NA,g,NA,NA,2517.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TN11-5102,PLY,LU 5 Early-1,2021,1,24,17,w,8,g,1.5,34,1920.7,15.2,1.5,NA,NA,NA,NIR-07840,2022-01-06T12:00:24Z,8.32,21.19,43.92,63.3,10.21,8.68,12.32,4.69,2021_PLY_LU 5 Early-1_24_TN11-5102_1_NIR-07840,8.1,55.7,65.5,2021-12-20T08:17:30Z,NA
TN11-5102,PLY,LU 5 Early-1,2021,2,24,38,w,6,g,1,36,1726.2,14,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,55.9,62.5,2021-12-20T08:18:16Z,NA
TN11-5102,PLY,LU 5 Early-1,2021,3,24,69,w,NA,g,NA,NA,2009,13.9,NA,NA,NA,NA,NIR-07842,2022-01-06T12:01:33Z,8.07,21.18,44.21,64.02,10.08,8.14,12.44,4.64,2021_PLY_LU 5 Early-1_24_TN11-5102_3_NIR-07842,8,56.2,61.7,2021-12-20T08:19:13Z,NA
TN11-5102,PLY,LU 5 Early-1,2021,4,24,78,w,NA,g,NA,NA,2234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N16-8531,PLY,LU 5 Early-1,2021,1,25,3,p,4,g,1,30,2279.7,13.3,2,NA,NA,NA,NIR-07843,2022-01-06T12:02:15Z,8.46,21.43,42.88,61.99,9.63,10.3,12.5,4.69,2021_PLY_LU 5 Early-1_25_N16-8531_1_NIR-07843,8.1,56.4,65.1,2021-12-20T08:20:37Z,NA
N16-8531,PLY,LU 5 Early-1,2021,2,25,27,p,4,g,1,30,2028.6,11.4,2,NA,NA,NA,NIR-07844,2022-01-06T12:02:40Z,8.42,21.77,43.09,62.32,10.01,9.29,11.87,4.9,2021_PLY_LU 5 Early-1_25_N16-8531_2_NIR-07844,7.9,58.3,61.4,2021-12-20T08:21:43Z,NA
N16-8531,PLY,LU 5 Early-1,2021,3,25,55,p,NA,g,NA,NA,1797.5,11.3,NA,NA,NA,NA,NIR-07845,2022-01-06T12:03:08Z,8.18,21.14,42.58,61.22,9.91,10.99,12.76,4.78,2021_PLY_LU 5 Early-1_25_N16-8531_3_NIR-07845,8,58,62.3,2021-12-20T08:22:27Z,NA
N16-8531,PLY,LU 5 Early-1,2021,4,25,79,p,NA,g,NA,NA,2036.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N19-0004,PLY,LU 5 Early-2,2021,1,1,11,w,15,t,1,31,2108.5,13.8,1.5,NA,NA,NA,NIR-07846,2022-01-07T11:28:05Z,7.33,23.72,42.55,64.15,8.72,9.2,10.77,4.62,2021_PLY_LU 5 Early-2_1_N19-0004_1_NIR-07846,7.3,58.3,68.1,2021-12-16T08:33:38Z,NA
N19-0004,PLY,LU 5 Early-2,2021,2,1,77,w,15,t,1,32,2072,13.7,1.5,NA,NA,NA,NIR-07847,2022-01-07T11:28:31Z,7.33,24.17,42.51,64.22,8.64,9.88,11.14,4.65,2021_PLY_LU 5 Early-2_1_N19-0004_2_NIR-07847,7.5,57.9,66.6,2021-12-16T08:34:10Z,NA
N19-0004,PLY,LU 5 Early-2,2021,3,1,95,w,NA,t,NA,NA,1918.9,14.6,NA,NA,NA,NA,NIR-07848,2022-01-07T11:28:57Z,7.46,23.63,42.17,63.14,8.59,9.69,11.42,4.5,2021_PLY_LU 5 Early-2_1_N19-0004_3_NIR-07848,7.5,58.3,67.2,2021-12-16T08:34:49Z,NA
N19-0004,PLY,LU 5 Early-2,2021,4,1,122,w,NA,t,NA,NA,1986.8,13.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,57.4,64.6,2021-12-16T08:35:25Z,NA
N19-0006,PLY,LU 5 Early-2,2021,1,2,17,p,14,t,1,35,1639.6,11.9,1,NA,NA,NA,NIR-07849,2022-01-07T11:29:27Z,7.85,23.35,41.59,63.26,8.16,11.19,12.19,4.84,2021_PLY_LU 5 Early-2_2_N19-0006_1_NIR-07849,7,56.7,70.3,2021-12-16T08:36:32Z,NA
N19-0006,PLY,LU 5 Early-2,2021,2,2,58,p,13,t,1,35,1803.3,12.9,1,NA,NA,NA,NIR-07850,2022-01-07T11:29:56Z,8.06,23.37,41.99,65.43,8.41,8.2,12.31,4.89,2021_PLY_LU 5 Early-2_2_N19-0006_2_NIR-07850,7.2,57.1,66.2,2021-12-16T08:37:09Z,NA
N19-0006,PLY,LU 5 Early-2,2021,3,2,83,p,NA,t,NA,NA,1808.7,13,NA,NA,NA,NA,NIR-07851,2022-01-07T11:30:24Z,8.04,22.8,42.36,64.08,8.65,8.31,12.3,4.9,2021_PLY_LU 5 Early-2_2_N19-0006_3_NIR-07851,7.2,56.7,64.9,2021-12-16T08:37:54Z,NA
N19-0006,PLY,LU 5 Early-2,2021,4,2,157,p,NA,t,NA,NA,1918.9,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,56.7,64.7,2021-12-16T08:38:40Z,NA
N19-0008,PLY,LU 5 Early-2,2021,1,3,27,w,6,t,1.5,30,1490.9,17.6,1.5,NA,NA,NA,NIR-07852,2022-01-07T11:30:51Z,7.79,20.95,46.64,62.53,9.5,9.76,12.4,4.56,2021_PLY_LU 5 Early-2_3_N19-0008_1_NIR-07852,7.2,56.7,68.7,2021-12-16T08:39:48Z,NA
N19-0008,PLY,LU 5 Early-2,2021,2,3,80,w,5,t,1.5,32,1838.4,19.2,1.5,NA,NA,NA,NIR-07853,2022-01-07T11:31:21Z,8.14,20.18,46.31,64.88,10.56,6.51,12.41,4.52,2021_PLY_LU 5 Early-2_3_N19-0008_2_NIR-07853,7.2,56.8,65.6,2021-12-16T08:40:24Z,NA
N19-0008,PLY,LU 5 Early-2,2021,3,3,116,w,NA,t,NA,NA,1494.9,16.7,NA,NA,NA,NA,NIR-07854,2022-01-07T11:31:50Z,7.82,21.05,45.4,64.93,10.6,6.29,12.05,4.85,2021_PLY_LU 5 Early-2_3_N19-0008_3_NIR-07854,7.2,57.1,65.4,2021-12-16T08:41:05Z,NA
N19-0008,PLY,LU 5 Early-2,2021,4,3,138,w,NA,t,NA,NA,2011.4,18.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,57.4,64.4,2021-12-16T08:41:39Z,NA
N19-0030,PLY,LU 5 Early-2,2021,1,4,2,w,8,t,1.5,37,1909,13.2,1,NA,NA,NA,NIR-07855,2022-01-07T11:32:18Z,8.44,20.26,44.09,63.88,10.26,6.84,12.86,5.17,2021_PLY_LU 5 Early-2_4_N19-0030_1_NIR-07855,6.8,58.6,76.9,2021-12-16T08:42:46Z,NA
N19-0030,PLY,LU 5 Early-2,2021,2,4,62,w,8,t,1,39,1991.9,13.5,1,NA,NA,NA,NIR-07856,2022-01-07T11:32:47Z,8.11,20.4,45.51,63.93,10.36,8.72,11.68,4.64,2021_PLY_LU 5 Early-2_4_N19-0030_2_NIR-07856,7.3,58.3,66.2,2021-12-16T08:43:19Z,NA
N19-0030,PLY,LU 5 Early-2,2021,3,4,105,w,NA,t,NA,NA,2201.4,15.9,NA,NA,NA,NA,NIR-07857,2022-01-07T11:33:15Z,8.25,20.08,46.04,63.76,10.05,8.34,12.75,4.68,2021_PLY_LU 5 Early-2_4_N19-0030_3_NIR-07857,7.2,58,65.4,2021-12-16T08:44:03Z,NA
N19-0030,PLY,LU 5 Early-2,2021,4,4,133,w,NA,t,NA,NA,2206.2,14.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,58.1,68,2021-12-16T08:48:07Z,NA
N19-0031,PLY,LU 5 Early-2,2021,1,5,32,w,4,t,1,32,1893.2,12.3,1,NA,NA,NA,NIR-07858,2022-01-07T11:33:50Z,8.11,21.46,45.97,61.81,10.33,9.33,12.26,4.71,2021_PLY_LU 5 Early-2_5_N19-0031_1_NIR-07858,7.1,57.3,73.3,2021-12-16T08:49:35Z,NA
N19-0031,PLY,LU 5 Early-2,2021,2,5,71,w,5,t,1,30,2177.8,12.3,1,NA,NA,NA,NIR-07859,2022-01-07T11:35:38Z,8.13,21.02,45.61,62.43,9.67,8.57,12.79,4.78,2021_PLY_LU 5 Early-2_5_N19-0031_2_NIR-07859,7.4,56.7,66.1,2021-12-16T08:50:14Z,NA
N19-0031,PLY,LU 5 Early-2,2021,2,5,71,w,5,t,1,30,2177.8,12.3,1,NA,NA,NA,NIR-07859,2022-01-07T11:34:34Z,7.92,20.73,46.65,63.62,10.16,7.59,12.32,4.87,2021_PLY_LU 5 Early-2_5_N19-0031_2_NIR-07859,7.4,56.7,66.1,2021-12-16T08:50:14Z,NA
N19-0031,PLY,LU 5 Early-2,2021,3,5,96,w,NA,t,NA,NA,1970.6,13.4,NA,NA,NA,NA,NIR-07860,2022-01-07T11:36:06Z,8,21.4,46.46,62.97,9.45,9.9,11.74,4.53,2021_PLY_LU 5 Early-2_5_N19-0031_3_NIR-07860,7.3,56.8,66.2,2021-12-16T08:50:53Z,NA
N19-0031,PLY,LU 5 Early-2,2021,4,5,153,w,NA,t,NA,NA,1803.8,11.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,56.9,66.9,2021-12-16T08:51:41Z,NA
N19-0034,PLY,LU 5 Early-2,2021,1,6,18,w,2,t,1,28,1845.7,14.4,1,NA,NA,NA,NIR-07861,2022-01-07T11:36:34Z,8.27,21.6,44.92,65.38,9.77,6.65,12.35,4.58,2021_PLY_LU 5 Early-2_6_N19-0034_1_NIR-07861,7.1,57.6,71.5,2021-12-16T08:52:57Z,NA
N19-0034,PLY,LU 5 Early-2,2021,2,6,41,w,6,t,1,30,1809.7,14.7,1,NA,NA,NA,NIR-07862,2022-01-07T11:37:04Z,7.9,20.44,46.42,64.63,10.42,7.65,12.22,4.76,2021_PLY_LU 5 Early-2_6_N19-0034_2_NIR-07862,7.2,57.7,67.2,2021-12-16T08:53:42Z,NA
N19-0034,PLY,LU 5 Early-2,2021,3,6,82,w,NA,t,NA,NA,2083.6,14.7,NA,NA,NA,NA,NIR-07863,2022-01-07T11:37:33Z,8.12,21.73,44.5,66.37,9.89,6.15,11.86,4.61,2021_PLY_LU 5 Early-2_6_N19-0034_3_NIR-07863,7.3,58,66,2021-12-16T08:54:19Z,NA
N19-0034,PLY,LU 5 Early-2,2021,4,6,159,w,NA,t,NA,NA,1840,14.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,57.7,66.6,2021-12-16T08:54:56Z,NA
N19-0042,PLY,LU 5 Early-2,2021,1,7,12,w,6,t,1,29,1993.7,12.3,1,NA,NA,NA,NIR-07864,2022-01-07T11:38:03Z,8.11,21.87,44.79,62.19,9.06,9.88,12.39,4.65,2021_PLY_LU 5 Early-2_7_N19-0042_1_NIR-07864,7.1,57.4,71.6,2021-12-16T08:56:57Z,NA
N19-0042,PLY,LU 5 Early-2,2021,2,7,64,w,6,t,1,30,2145.5,12.8,1,NA,NA,NA,NIR-07865,2022-01-07T11:38:30Z,8.03,21.77,44.55,61.34,9.07,10.95,12.47,4.73,2021_PLY_LU 5 Early-2_7_N19-0042_2_NIR-07865,7.1,55.9,66.6,2021-12-16T08:57:36Z,NA
N19-0042,PLY,LU 5 Early-2,2021,3,7,120,w,NA,t,NA,NA,2084.6,12.9,NA,NA,NA,NA,NIR-07866,2022-01-07T11:38:58Z,8.31,21.05,45.59,62.23,8.97,9.7,11.9,4.48,2021_PLY_LU 5 Early-2_7_N19-0042_3_NIR-07866,7.2,57.5,66.4,2021-12-16T08:58:26Z,NA
N19-0042,PLY,LU 5 Early-2,2021,4,7,149,w,NA,t,NA,NA,1993.1,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,57.6,66.5,2021-12-16T08:59:20Z,NA
N19-0060,PLY,LU 5 Early-2,2021,1,8,20,w,6,t,1.5,30,1972,16.1,1,NA,NA,NA,NIR-07867,2022-01-07T11:39:27Z,7.8,21.58,44.18,61.39,9.11,11.18,12.14,4.75,2021_PLY_LU 5 Early-2_8_N19-0060_1_NIR-07867,7,57,72.6,2021-12-16T09:00:57Z,NA
N19-0060,PLY,LU 5 Early-2,2021,2,8,47,w,7,t,1,31,1562.9,17.7,1,NA,NA,NA,NIR-07868,2022-01-07T11:39:54Z,8.02,21.63,44.78,62.99,9.23,9.36,11.94,4.49,2021_PLY_LU 5 Early-2_8_N19-0060_2_NIR-07868,7.2,56.6,66.9,2021-12-16T09:01:33Z,NA
N19-0060,PLY,LU 5 Early-2,2021,3,8,114,w,NA,t,NA,NA,1916.6,16,NA,NA,NA,NA,NIR-07869,2022-01-07T11:47:23Z,7.89,22.69,43.14,62.14,9.69,11.04,11.46,4.6,2021_PLY_LU 5 Early-2_8_N19-0060_3_NIR-07869,7.2,57.2,66.8,2021-12-16T09:02:16Z,NA
N19-0060,PLY,LU 5 Early-2,2021,4,8,143,w,NA,t,NA,NA,2112.7,15.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,57.5,66.6,2021-12-16T09:03:06Z,NA
N19-0079,PLY,LU 5 Early-2,2021,1,9,31,w,6,t,1,28,1946.9,13.7,1.5,NA,NA,NA,NIR-07870,2022-01-07T11:48:14Z,8.17,21.25,45.21,62.01,10.05,9.57,12.42,4.52,2021_PLY_LU 5 Early-2_9_N19-0079_1_NIR-07870,7.1,57.7,74.6,2021-12-16T09:04:26Z,NA
N19-0079,PLY,LU 5 Early-2,2021,2,9,46,w,4,t,1,27,1982.1,14.3,1.5,NA,NA,NA,NIR-07871,2022-01-07T11:48:46Z,8.07,21.21,45.83,63.99,9.74,7.45,12.15,4.84,2021_PLY_LU 5 Early-2_9_N19-0079_2_NIR-07871,7.3,57.6,67,2021-12-16T09:05:10Z,NA
N19-0079,PLY,LU 5 Early-2,2021,3,9,111,w,NA,t,NA,NA,2066.9,14.3,NA,NA,NA,NA,NIR-07872,2022-01-07T11:49:16Z,7.95,21.38,45.12,62.53,9.06,9.88,12.36,4.76,2021_PLY_LU 5 Early-2_9_N19-0079_3_NIR-07872,7.3,58,67.7,2021-12-16T09:05:47Z,NA
N19-0079,PLY,LU 5 Early-2,2021,4,9,126,w,NA,t,NA,NA,1947.9,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,58,68.5,2021-12-16T09:06:21Z,NA
N19-0087,PLY,LU 5 Early-2,2021,1,10,4,w,1,lt,1,28,1730.2,13.9,1,NA,NA,NA,NIR-07873,2022-01-07T11:49:42Z,7.98,21.9,45.27,64.01,10.2,7.76,11.69,4.94,2021_PLY_LU 5 Early-2_10_N19-0087_1_NIR-07873,7.2,58.4,70.2,2021-12-16T09:07:39Z,NA
N19-0087,PLY,LU 5 Early-2,2021,2,10,51,w,3,lt,1,28,2182.7,14.5,1,NA,NA,NA,NIR-07874,2022-01-07T11:50:08Z,8.27,20.52,46.61,66.17,10.21,6.13,11.92,5.13,2021_PLY_LU 5 Early-2_10_N19-0087_2_NIR-07874,7.2,58.2,67.3,2021-12-16T09:08:16Z,NA
N19-0087,PLY,LU 5 Early-2,2021,3,10,98,w,NA,lt,NA,NA,1875.3,15.5,NA,NA,NA,NA,NIR-07875,2022-01-07T11:50:42Z,8.57,20.82,46.29,65.7,10.64,5.49,12.19,4.64,2021_PLY_LU 5 Early-2_10_N19-0087_3_NIR-07875,7.3,57.7,67.4,2021-12-16T09:09:00Z,NA
N19-0087,PLY,LU 5 Early-2,2021,4,10,132,w,NA,lt,NA,NA,2074.9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,58.6,68.1,2021-12-16T09:09:35Z,NA
N19-0095,PLY,LU 5 Early-2,2021,1,11,5,p,1,lt,3,54,1495.2,16.2,1,NA,NA,NA,NIR-07876,2022-01-07T11:51:11Z,8.19,20.75,47.98,63.64,10,8.78,11.34,4.75,2021_PLY_LU 5 Early-2_11_N19-0095_1_NIR-07876,7,57.1,74.3,2021-12-16T09:11:01Z,NA
N19-0095,PLY,LU 5 Early-2,2021,2,11,63,p,1,lt,2.5,51,1555.6,15.1,1,NA,NA,NA,NIR-07877,2022-01-07T11:51:41Z,8.1,22.09,45.1,61.56,9.3,11.29,12.37,4.62,2021_PLY_LU 5 Early-2_11_N19-0095_2_NIR-07877,7.2,56.2,68.2,2021-12-16T09:11:37Z,NA
N19-0095,PLY,LU 5 Early-2,2021,3,11,84,p,NA,lt,NA,NA,1204.7,17,NA,NA,NA,NA,NIR-07878,2022-01-07T11:52:10Z,8.08,21.76,46.04,61.71,9.3,11.05,11.9,4.48,2021_PLY_LU 5 Early-2_11_N19-0095_3_NIR-07878,7.3,57.8,68.6,2021-12-16T09:12:15Z,NA
N19-0095,PLY,LU 5 Early-2,2021,4,11,123,p,NA,lt,NA,NA,1406.5,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,57.4,68.8,2021-12-16T09:13:03Z,NA
N19-0096,PLY,LU 5 Early-2,2021,1,12,14,w,2,t,1,28,1723.5,12.8,1,NA,NA,NA,NIR-07879,2022-01-07T11:52:42Z,8.44,22.3,45.25,63.89,9.84,8.3,12.06,4.39,2021_PLY_LU 5 Early-2_12_N19-0096_1_NIR-07879,7.3,57.9,72.3,2021-12-16T09:14:32Z,NA
N19-0096,PLY,LU 5 Early-2,2021,2,12,73,w,3,t,1,26,2091.1,12.9,1,NA,NA,NA,NIR-07880,2022-01-07T11:53:14Z,8.34,21.21,45.82,64.33,10.41,7.29,12.28,4.53,2021_PLY_LU 5 Early-2_12_N19-0096_2_NIR-07880,7.4,58.9,68.3,2021-12-16T09:15:13Z,NA
N19-0096,PLY,LU 5 Early-2,2021,3,12,91,w,NA,t,NA,NA,2168.6,14.9,NA,NA,NA,NA,NIR-07881,2022-01-07T11:53:53Z,8.33,21.68,45.68,63.32,10.01,8.27,11.93,4.43,2021_PLY_LU 5 Early-2_12_N19-0096_3_NIR-07881,7.4,58.6,68.5,2021-12-16T09:15:48Z,NA
N19-0096,PLY,LU 5 Early-2,2021,4,12,128,w,NA,t,NA,NA,1856.7,14.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,57.8,67.7,2021-12-16T09:16:23Z,NA
N19-0102,PLY,LU 5 Early-2,2021,1,13,26,w,11,t,2,56,1744.2,13.7,1.5,NA,NA,NA,NIR-07882,2022-01-07T11:54:26Z,7.32,22.53,43.88,59.18,8.61,15.2,11.3,4.78,2021_PLY_LU 5 Early-2_13_N19-0102_1_NIR-07882,7.1,58,72.8,2021-12-16T09:17:41Z,NA
N19-0102,PLY,LU 5 Early-2,2021,2,13,61,w,13,t,2.5,57,1443.8,12.9,2,NA,NA,NA,NIR-07883,2022-01-07T11:54:57Z,7.69,22.43,43.63,58.43,8,17.33,10.98,5.01,2021_PLY_LU 5 Early-2_13_N19-0102_2_NIR-07883,7.2,57.8,69.1,2021-12-16T09:18:17Z,NA
N19-0102,PLY,LU 5 Early-2,2021,3,13,94,w,NA,t,NA,NA,1399.7,12.9,NA,NA,NA,NA,NIR-07884,2022-01-07T11:55:27Z,7.97,22.35,43.85,59.23,8.54,15.82,11.42,4.91,2021_PLY_LU 5 Early-2_13_N19-0102_3_NIR-07884,7.3,56.5,69.9,2021-12-16T09:19:01Z,NA
N19-0102,PLY,LU 5 Early-2,2021,4,13,155,w,NA,t,NA,NA,1518.4,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,57.4,67.8,2021-12-16T09:19:41Z,NA
N19-0117,PLY,LU 5 Early-2,2021,1,14,21,s,3,t,1,31,1959.9,13.5,1,NA,NA,NA,NIR-07885,2022-01-07T11:55:57Z,8.14,22.17,45.22,58.59,9.27,13.73,11.57,4.73,2021_PLY_LU 5 Early-2_14_N19-0117_1_NIR-07885,7.1,57.7,72.4,2021-12-16T09:21:12Z,NA
N19-0117,PLY,LU 5 Early-2,2021,2,14,56,s,4,t,1,33,1812.5,13.1,1,NA,NA,NA,NIR-07886,2022-01-07T11:56:25Z,8.1,22.24,45.49,58.44,9.04,14.32,11.88,4.51,2021_PLY_LU 5 Early-2_14_N19-0117_2_NIR-07886,7.3,58.4,68.5,2021-12-16T09:21:50Z,NA
N19-0117,PLY,LU 5 Early-2,2021,3,14,112,s,NA,t,NA,NA,2375.6,14.5,NA,NA,NA,NA,NIR-07887,2022-01-07T11:56:58Z,8.11,22.69,43.82,59.39,8.2,12.92,11.55,4.77,2021_PLY_LU 5 Early-2_14_N19-0117_3_NIR-07887,7.3,58,68.2,2021-12-16T09:22:27Z,NA
N19-0117,PLY,LU 5 Early-2,2021,4,14,121,s,NA,t,NA,NA,2121.3,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,58.6,68.7,2021-12-16T09:23:00Z,NA
N19-0148,PLY,LU 5 Early-2,2021,1,15,33,p,5,t,2.5,57,1182.6,13.4,1,NA,NA,NA,NIR-07888,2022-01-07T11:57:28Z,7.63,21.51,45.41,59.65,9.36,13.12,11.46,4.71,2021_PLY_LU 5 Early-2_15_N19-0148_1_NIR-07888,7.1,58,74.7,2021-12-16T09:24:52Z,NA
N19-0148,PLY,LU 5 Early-2,2021,2,15,55,p,5,t,3.5,56,1120.8,16.6,1,NA,NA,NA,NIR-07889,2022-01-07T11:57:59Z,8.13,21.17,46.66,59.88,8.71,12.79,11.19,4.59,2021_PLY_LU 5 Early-2_15_N19-0148_2_NIR-07889,7.4,57.4,68.7,2021-12-16T09:25:40Z,NA
